Year,YearMonth,Segment,Ship Mode,Product ID,Product Name,Sales,Sales_EastWest,Sales_CentralSouth
2018,201812,Corporate,Standard Class,TEC-PH-10003505,Geemarc AmpliPOWER60,668.16,668.16,0
2018,201812,Consumer,Standard Class,OFF-PA-10001166,Xerox 1932,85.056,85.056,0
2020,202005,Home Office,Second Class,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",681.408,681.408,0
2020,202009,Corporate,Standard Class,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,5.96,0
2020,202004,Home Office,First Class,OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,191.6,0
2020,202012,Consumer,Second Class,OFF-LA-10004409,Avery 492,5.76,0,5.76
2020,202010,Home Office,Standard Class,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,580.672,0,580.672
2019,201909,Consumer,Same Day,OFF-LA-10000262,Avery 494,7.83,7.83,0
2020,202011,Corporate,First Class,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,159.99,0
2020,202011,Corporate,Second Class,OFF-SU-10000646,Premier Automatic Letter Opener,384.592,384.592,0
2020,202007,Consumer,Standard Class,OFF-PA-10000605,Xerox 1950,9.248,9.248,0
2020,202008,Consumer,Standard Class,TEC-PH-10000439,GE DSL Phone Line Filter,159.96,159.96,0
2018,201811,Consumer,Standard Class,TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,503.96,0
2019,201905,Consumer,Standard Class,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,174.286,174.286,0
2019,201910,Corporate,Standard Class,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,33.96,0,33.96
2018,201812,Home Office,First Class,OFF-BI-10000666,Surelock Post Binders,152.8,0,152.8
2018,201811,Consumer,Standard Class,OFF-PA-10000474,Easy-staple paper,106.32,0,106.32
2018,201808,Home Office,First Class,FUR-CH-10002335,Hon GuestStacker Chair,544.008,544.008,0
2020,202003,Corporate,Standard Class,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,143.96,0,143.96
2019,201910,Consumer,Standard Class,OFF-PA-10001736,Xerox 1880,35.44,35.44,0
2020,202008,Home Office,First Class,TEC-PH-10000455,GE 30522EE2,347.97,347.97,0
2017,201710,Corporate,Second Class,TEC-PH-10001305,Panasonic KX TS208W Corded phone,117.576,117.576,0
2018,201810,Consumer,Second Class,OFF-BI-10000320,GBC Plastic Binding Combs,7.38,7.38,0
2020,202003,Consumer,Standard Class,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,0,82.524
2018,201808,Consumer,Second Class,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",14.91,14.91,0
2019,201912,Consumer,Standard Class,OFF-PA-10003302,Xerox 1906,106.32,0,106.32
2020,202005,Consumer,First Class,OFF-LA-10004544,Avery 505,59.2,59.2,0
2020,202006,Home Office,First Class,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,1497.666,0
2018,201811,Corporate,Standard Class,OFF-AR-10001246,Newell 317,11.76,0,11.76
2017,201703,Consumer,First Class,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,242.94,0
2020,202005,Corporate,Second Class,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,0,34.24
2018,201812,Consumer,Standard Class,OFF-LA-10003190,Avery 474,9.216,0,9.216
2019,201912,Consumer,First Class,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,113.79,0
2017,201708,Consumer,Same Day,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,45.92,45.92,0
2020,202010,Consumer,Standard Class,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",122.034,122.034,0
2018,201811,Consumer,Standard Class,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,259.7,0
2018,201811,Consumer,Standard Class,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",141.552,141.552,0
2020,202006,Corporate,First Class,OFF-SU-10002537,Acme Box Cutter Scissors,30.69,30.69,0
2018,201811,Consumer,Standard Class,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,36.882,0
2020,202004,Corporate,First Class,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,51.336,0
2019,201907,Consumer,Standard Class,OFF-PA-10004665,Advantus Motivational Note Cards,65.5,0,65.5
2020,202010,Home Office,Standard Class,OFF-PA-10000176,Xerox 1887,45.528,45.528,0
2017,201701,Corporate,Second Class,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,646.74,0,646.74
2018,201810,Home Office,Standard Class,OFF-AP-10000696,Holmes Odor Grabber,28.84,0,28.84
2020,202012,Home Office,Second Class,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,5.4,0,5.4
2017,201709,Corporate,First Class,OFF-LA-10001934,Avery 516,58.48,58.48,0
2020,202011,Corporate,Second Class,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,15.992,0,15.992
2018,201808,Consumer,Standard Class,FUR-FU-10004018,Tensor Computer Mounted Lamp,104.23,104.23,0
2019,201911,Corporate,Second Class,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,47.952,0
2020,202010,Corporate,Standard Class,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,0,18.528
2017,201710,Corporate,Standard Class,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,8.92,0,8.92
2017,201712,Consumer,Standard Class,OFF-PA-10003641,Xerox 1909,147.728,0,147.728
2019,201909,Consumer,First Class,OFF-FA-10000304,Advantus Push Pins,4.36,4.36,0
2018,201806,Corporate,Second Class,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,257.64,0
2020,202012,Consumer,Standard Class,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,1704.56,0
2020,202009,Consumer,Second Class,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,16.28,0
2020,202012,Consumer,First Class,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,629.958,0
2017,201705,Consumer,Second Class,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,18.24,0,18.24
2018,201809,Home Office,Standard Class,OFF-PA-10000556,Xerox 208,38.88,38.88,0
2020,202005,Corporate,Standard Class,OFF-AR-10004062,Staples in misc. colors,31.44,31.44,0
2017,201710,Consumer,Standard Class,OFF-LA-10004689,Avery 512,14.45,14.45,0
2019,201902,Home Office,Same Day,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",18.84,0,18.84
2020,202002,Home Office,First Class,FUR-FU-10004018,Tensor Computer Mounted Lamp,44.67,44.67,0
2017,201704,Corporate,Second Class,OFF-AR-10000127,Newell 321,22.96,0,22.96
2018,201812,Consumer,Standard Class,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",41.552,0,41.552
2019,201901,Corporate,Standard Class,FUR-FU-10001475,"Contract Clock, 14"", Brown",109.9,109.9,0
2020,202012,Corporate,Standard Class,FUR-CH-10004540,Global Chrome Stack Chair,239.96,239.96,0
2019,201912,Consumer,Standard Class,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,799.56,799.56,0
2019,201903,Corporate,Second Class,OFF-BI-10002353,GBC VeloBind Cover Sets,23.16,23.16,0
2019,201912,Corporate,Standard Class,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,0,296.37
2020,202009,Consumer,Standard Class,OFF-ST-10001476,Steel Personal Filing/Posting Tote,177.55,0,177.55
2020,202012,Corporate,Second Class,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,0,494.97
2020,202007,Home Office,Standard Class,TEC-PH-10004536,Avaya 5420 Digital phone,269.98,269.98,0
2020,202012,Consumer,Same Day,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,39.264,0,39.264
2019,201909,Consumer,Standard Class,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,62.94,0,62.94
2018,201809,Home Office,Standard Class,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,8.92,8.92,0
2020,202012,Consumer,Standard Class,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",47.436,47.436,0
2018,201807,Corporate,First Class,OFF-PA-10000501,Petty Cash Envelope,80.88,80.88,0
2018,201808,Consumer,Standard Class,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,43.176,0
2020,202006,Consumer,Standard Class,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,102.93,102.93,0
2020,202005,Consumer,Standard Class,FUR-CH-10004540,Global Chrome Stack Chair,47.992,47.992,0
2018,201812,Home Office,Standard Class,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,16.448,0
2018,201810,Consumer,Same Day,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376,0,131.376
2017,201711,Consumer,Second Class,OFF-BI-10003460,Acco 3-Hole Punch,43.8,43.8,0
2018,201812,Consumer,Standard Class,OFF-AR-10001473,Newell 313,13.12,13.12,0
2020,202008,Home Office,Standard Class,OFF-SU-10002522,Acme Kleen Earth Office Shears,6.208,6.208,0
2019,201911,Home Office,Standard Class,OFF-SU-10004782,"Elite 5"" Scissors",25.35,25.35,0
2018,201807,Consumer,First Class,FUR-FU-10003274,Regeneration Desk Collection,5.28,5.28,0
2018,201811,Home Office,First Class,FUR-CH-10002073,Hon Olson Stacker Chairs,2621.322,2621.322,0
2018,201801,Corporate,Standard Class,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,17.48,0
2019,201911,Consumer,Standard Class,OFF-BI-10002557,Presstex Flexible Ring Binders,3.64,3.64,0
2018,201807,Home Office,First Class,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,0,41.568
2019,201911,Consumer,Standard Class,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,4499.985,4499.985,0
2017,201703,Consumer,Second Class,OFF-BI-10001617,GBC Wire Binding Combs,49.632,49.632,0
2020,202012,Home Office,First Class,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,7.712,7.712,0
2019,201901,Corporate,Second Class,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,0,59.184
2020,202011,Home Office,Standard Class,TEC-PH-10001468,Panasonic Business Telephones KX-T7736,546.06,546.06,0
2019,201909,Corporate,Standard Class,OFF-AR-10003727,Berol Giant Pencil Sharpener,40.776,0,40.776
2019,201911,Corporate,Standard Class,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,39,0
2020,202009,Consumer,Standard Class,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,180.588,0
2020,202003,Consumer,Standard Class,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,1332.496,1332.496,0
2017,201712,Home Office,Standard Class,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,818.376,818.376,0
2020,202011,Corporate,Second Class,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,0,327.84
2018,201807,Corporate,Standard Class,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,23.136,23.136,0
2020,202001,Consumer,Standard Class,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",141.42,0,141.42
2020,202006,Home Office,First Class,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,543.92,0,543.92
2019,201909,Consumer,Standard Class,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,75.48,75.48,0
2017,201709,Consumer,Standard Class,FUR-CH-10004287,SAFCO Arco Folding Chair,2706.76,0,2706.76
2019,201904,Consumer,Standard Class,OFF-SU-10000946,Staple remover,63.84,63.84,0
2019,201909,Home Office,Second Class,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,67.136,67.136,0
2017,201709,Consumer,Same Day,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,2799.96,2799.96,0
2018,201810,Corporate,Second Class,OFF-EN-10003286,Staple envelope,57.96,0,57.96
2019,201910,Consumer,Standard Class,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,599.292,599.292,0
2018,201809,Corporate,First Class,FUR-CH-10000155,Global Comet Stacking Armless Chair,717.72,717.72,0
2017,201702,Corporate,Standard Class,TEC-AC-10000710,Maxell DVD-RAM Discs,115.36,115.36,0
2019,201909,Consumer,Standard Class,OFF-BI-10000315,Poly Designer Cover & Back,113.94,0,113.94
2019,201906,Consumer,Same Day,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",61.12,61.12,0
2020,202009,Home Office,Standard Class,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,82.56,0
2018,201808,Home Office,First Class,OFF-PA-10001947,Xerox 1974,23.92,23.92,0
2017,201704,Consumer,Second Class,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",6.912,0,6.912
2019,201903,Consumer,Standard Class,OFF-AR-10004956,Newell 33,13.392,0,13.392
2017,201701,Consumer,Standard Class,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,0,16.448
2018,201809,Consumer,Same Day,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,15.84,15.84,0
2019,201912,Corporate,First Class,TEC-PH-10002200,Samsung Galaxy Note 2,2575.944,2575.944,0
2017,201712,Corporate,Second Class,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.984,0,1.984
2017,201709,Consumer,Standard Class,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,164.22,0
2017,201703,Home Office,Standard Class,OFF-PA-10000176,Xerox 1887,91.056,0,91.056
2020,202003,Corporate,Standard Class,OFF-AR-10002766,Prang Drawing Pencil Set,13.9,13.9,0
2019,201909,Consumer,Standard Class,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,14.82,0
2017,201710,Corporate,Standard Class,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",381.612,186.912,194.7
2020,202006,Corporate,Second Class,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,126.3,126.3,0
2017,201710,Consumer,Second Class,OFF-AR-10001683,Lumber Crayons,49.25,49.25,0
2019,201911,Consumer,Standard Class,OFF-AP-10000595,Disposable Triple-Filter Dust Bags,8.74,8.74,0
2020,202004,Home Office,First Class,OFF-AR-10001545,Newell 326,7.04,7.04,0
2019,201910,Consumer,Standard Class,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",40.67,40.67,0
2019,201908,Corporate,Standard Class,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,21.3,0
2020,202010,Corporate,Standard Class,OFF-PA-10003739,Xerox 1969,11.56,11.56,0
2019,201908,Corporate,Second Class,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.544,12.544,0
2018,201808,Corporate,Standard Class,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,622.45,0,622.45
2019,201909,Consumer,Standard Class,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,7.506,0,7.506
2019,201912,Consumer,Standard Class,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,156.792,0
2017,201703,Corporate,First Class,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,10.5,0
2019,201912,Consumer,Standard Class,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,13.712,13.712,0
2018,201810,Consumer,Second Class,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,24,0
2019,201911,Corporate,Second Class,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",209.88,209.88,0
2020,202004,Corporate,Second Class,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,1048.35,0
2018,201806,Corporate,Standard Class,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,0,27.42
2019,201905,Consumer,Standard Class,OFF-BI-10000773,Insertable Tab Post Binder Dividers,3.208,0,3.208
2020,202005,Home Office,Standard Class,OFF-AR-10003732,Newell 333,2.78,2.78,0
2020,202009,Consumer,Standard Class,FUR-CH-10003817,"Global Value Steno Chair, Gray",97.184,0,97.184
2018,201804,Consumer,Standard Class,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,87.8,87.8,0
2017,201705,Corporate,Second Class,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,38.52,0
2019,201908,Corporate,Second Class,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,333.576,333.576,0
2017,201707,Consumer,Standard Class,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,2177.584,0,2177.584
2017,201704,Corporate,Second Class,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,4164.05,0,4164.05
2018,201806,Consumer,First Class,OFF-BI-10003707,Aluminum Screw Posts,36.624,36.624,0
2020,202010,Consumer,Same Day,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,673.344,0
2020,202009,Home Office,Standard Class,FUR-FU-10000221,"Master Caster Door Stop, Brown",35.56,35.56,0
2019,201910,Consumer,Standard Class,TEC-PH-10001557,Pyle PMP37LED,191.98,0,191.98
2018,201809,Consumer,Standard Class,OFF-PA-10001712,Xerox 1948,69.93,0,69.93
2018,201810,Consumer,Standard Class,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,269.91,0,269.91
2017,201707,Consumer,Same Day,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,0,281.424
2018,201807,Corporate,Standard Class,OFF-AR-10002067,Newell 334,99.2,99.2,0
2018,201805,Home Office,Second Class,OFF-FA-10003472,Bagged Rubber Bands,7.56,7.56,0
2018,201812,Corporate,First Class,OFF-PA-10004156,Xerox 188,34.02,0,34.02
2019,201912,Home Office,Standard Class,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,2079.4,2079.4,0
2018,201805,Consumer,First Class,OFF-AR-10001246,Newell 317,8.82,8.82,0
2018,201809,Corporate,Standard Class,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,17.9,17.9,0
2020,202011,Corporate,Standard Class,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,0,61.792
2017,201711,Home Office,Standard Class,OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,11.36,0
2019,201901,Corporate,Standard Class,TEC-AC-10002335,Logitech Media Keyboard K200,69.98,69.98,0
2020,202011,Corporate,Standard Class,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,62.352,62.352,0
2017,201711,Corporate,Standard Class,TEC-PH-10004434,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,0,978.84
2020,202008,Consumer,Same Day,OFF-BI-10002824,Recycled Easel Ring Binders,13.428,0,13.428
2019,201904,Home Office,Second Class,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,517.9,0,517.9
2020,202009,Consumer,First Class,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,97.84,0
2018,201808,Consumer,Standard Class,TEC-MA-10001972,Okidata C331dn Printer,558.4,558.4,0
2019,201912,Corporate,Same Day,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,383.952,383.952,0
2020,202011,Consumer,Second Class,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,259.136,0,259.136
2019,201910,Corporate,Same Day,OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,23.2,0
2018,201811,Corporate,Standard Class,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",34.504,0,34.504
2019,201905,Consumer,Same Day,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,388.43,0,388.43
2018,201809,Corporate,First Class,OFF-PA-10000994,Xerox 1915,209.7,209.7,0
2017,201712,Home Office,Standard Class,OFF-ST-10002301,Tennsco Commercial Shelving,20.34,20.34,0
2017,201704,Corporate,Standard Class,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,0,39.072
2020,202004,Consumer,Standard Class,OFF-FA-10001561,Stockwell Push Pins,10.9,10.9,0
2019,201911,Consumer,First Class,OFF-FA-10004968,Rubber Band Ball,14.96,14.96,0
2019,201911,Consumer,Standard Class,OFF-BI-10002393,Binder Posts,2.296,0,2.296
2018,201808,Consumer,Standard Class,OFF-PA-10003441,Xerox 226,58.32,58.32,0
2018,201810,Consumer,Second Class,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,79.96,0
2020,202012,Home Office,Second Class,OFF-EN-10003160,Pastel Pink Envelopes,7.28,0,7.28
2019,201905,Home Office,Standard Class,OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248,0,93.248
2020,202005,Consumer,First Class,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",9.552,9.552,0
2020,202007,Home Office,First Class,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,5.232,0,5.232
2020,202003,Corporate,First Class,OFF-ST-10002743,SAFCO Boltless Steel Shelving,795.48,795.48,0
2019,201906,Home Office,Second Class,OFF-AR-10003469,Nontoxic Chalk,11.264,0,11.264
2017,201711,Consumer,Standard Class,TEC-PH-10001128,Motorola Droid Maxx,539.964,539.964,0
2019,201904,Consumer,Standard Class,OFF-AR-10002833,Newell 322,3.64,3.64,0
2018,201808,Consumer,First Class,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,1217.568,0
2017,201711,Consumer,Standard Class,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,155.976,0
2020,202003,Consumer,Standard Class,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,171.2,0
2020,202004,Home Office,Standard Class,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,77.952,0,77.952
2018,201809,Consumer,Same Day,OFF-PA-10002947,Xerox 1923,20.04,20.04,0
2020,202012,Home Office,First Class,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,9.296,9.296,0
2018,201811,Corporate,Standard Class,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,0,5.238
2020,202011,Consumer,Standard Class,OFF-PA-10003172,Xerox 1996,12.96,12.96,0
2018,201804,Corporate,Standard Class,TEC-PH-10002115,Plantronics 81402,118.782,118.782,0
2019,201911,Corporate,Second Class,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,17.584,17.584,0
2018,201810,Consumer,Same Day,OFF-PA-10003001,Xerox 1986,5.344,0,5.344
2019,201907,Home Office,First Class,TEC-PH-10002070,Griffin GC36547 PowerJolt SE Lightning Charger,35.984,35.984,0
2018,201809,Home Office,Standard Class,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,344.22,0
2018,201810,Consumer,Second Class,TEC-AC-10000710,Maxell DVD-RAM Discs,148.32,148.32,0
2018,201801,Corporate,Standard Class,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",10.368,10.368,0
2017,201710,Consumer,Second Class,FUR-FU-10000023,Eldon Wave Desk Accessories,17.67,17.67,0
2020,202011,Consumer,Standard Class,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,0,74.112
2019,201912,Corporate,Standard Class,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,37.94,37.94,0
2017,201711,Consumer,Standard Class,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",443.92,443.92,0
2020,202010,Consumer,Standard Class,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,0,16.68
2018,201806,Consumer,Standard Class,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,217.584,0
2020,202012,Consumer,First Class,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,1665.62,0,1665.62
2017,201712,Consumer,Second Class,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36,48.36,0
2019,201910,Home Office,Standard Class,OFF-PA-10000740,Xerox 1982,45.68,45.68,0
2018,201806,Consumer,Standard Class,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52,0,38.52
2020,202004,Consumer,First Class,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,60.312,0
2020,202010,Consumer,Standard Class,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,18.98,0
2019,201911,Corporate,Standard Class,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,0,4.91
2017,201711,Corporate,Standard Class,OFF-PA-10001800,Xerox 220,25.92,25.92,0
2019,201907,Consumer,Standard Class,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,0,185.58
2019,201905,Consumer,Standard Class,OFF-PA-10003790,Xerox 1991,182.72,182.72,0
2019,201908,Consumer,Standard Class,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,0,3.528
2019,201911,Corporate,First Class,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,0,111.672
2020,202003,Consumer,Second Class,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,71.6,71.6,0
2020,202011,Corporate,First Class,OFF-BI-10003460,Acco 3-Hole Punch,14.016,14.016,0
2020,202003,Consumer,Standard Class,OFF-AP-10000804,Hoover Portapower Portable Vacuum,2.688,0,2.688
2017,201709,Consumer,Standard Class,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,303.84,0
2018,201809,Corporate,Standard Class,OFF-PA-10003039,Xerox 1960,278.82,278.82,0
2020,202001,Consumer,Standard Class,OFF-BI-10002498,Clear Mylar Reinforcing Strips,119.616,119.616,0
2020,202005,Home Office,Standard Class,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,58.48,58.48,0
